In10	67.311752777778
In100	78.15545
In1000	63.872284615385
In10000	80.1404
In10001	81.364480769231
In10002	81.6441875
In10003	81.649583333333
In10004	76.585583333333
In10005	71.7386
In10006	67.742934722222
In10007	68.001111111111
In10008	68.11598
In10009	68.15566
In1001	61.701607142857
In10010	68.183102083333
In10011	68.400873809524
In10012	68.974728
In10013	69.788397222222
In10014	70.88555
In10015	71.472891666667
In10016	71.61265
In10017	71.659588888889
In10018	71.597433333333
In10019	71.2677275
In1002	59.157497142857
In10020	70.743292857143
In10021	70.6367
In10022	71.764853846154
In10023	73.616185714286
In10024	75.478027272727
In10025	77.319263636364
In10026	78.722652173913
In10027	80.664966666667
In10028	80.844733333333
In10029	81.720094736842
In1003	55.14675
In10030	81.020217647059
In10031	80.18745
In10032	75.275624
In10033	71.9358
In10034	69.408755263158
In10035	73.23115
In10036	74.752442857143
In10037	75.180766666667
In10038	76.17339
In10039	77.880436
In1004	49.185381333333
In10040	78.5864
In10041	79.170746666667
In10042	78.685235294118
In10043	73.656468387097
In10044	82.188422222222
In10045	82.322205594406
In10046	66.204345508982
In10047	51.077559090909
In10048	51.38189707113
In10049	70.67182967033
In1005	42.85755
In10050	78.415885714286
In10051	79.86405
In10052	81.297746428571
In10053	79.690811267606
In10054	78.04335
In10055	74.284227777778
In10056	75.927854098361
In10057	79.644726041667
In10058	81.161725
In10059	81.536761111111
In1006	39.707764516129
In10060	81.965033333333
In10061	82.100318367347
In10062	81.940727027027
In10063	81.993773529412
In10064	82.658134722222
In10065	83.074490909091
In10066	82.939027777778
In10067	81.872790116279
In10068	79.336340217391
In10069	78.121386842105
In1007	36.67049787234
In10070	74.6248
In10071	68.603794871795
In10072	58.205934444444
In10073	64.717956862745
In10074	65.253338461538
In10075	58.253205780347
In10076	37.928227586207
In10077	32.529127383367
In10078	46.033307142857
In10079	74.329156666667
In1008	35.60315
In10080	78.13019375
In10081	77.167953846154
In10082	81.251808860759
In10083	80.904422580645
In10084	72.976575098814
In10085	42.634665853659
In10086	23.220223604758
In10087	35.793331632653
In10088	45.578151219512
In10089	51.278833962264
In1009	35.068382352941
In10090	55.6183
In10091	55.995128571429
In10092	54.6145
In10093	51.502433707865
In10094	39.516945920304
In10095	52.298741666667
In10096	54.0028
In10097	59.403091428571
In10098	56.592948484848
In10099	53.67685
In101	77.9156
In1010	34.566055555556
In10100	50.009920833333
In10101	39.832760893855
In10102	41.572195238095
In10103	53.424190243902
In10104	59.067116666667
In10105	58.12446
In10106	54.300318852459
In10107	54.18182
In10108	55.502257142857
In10109	57.474005172414
In1011	34.2521
In10110	65.31862238806
In10111	65.928377777778
In10112	61.064927586207
In10113	49.025115789474
In10114	41.806464855072
In10115	31.041853846154
In10116	31.31655
In10117	31.209266666667
In10118	28.99635
In10119	25.57933015873
In1012	33.598697297297
In10120	20.089221008403
In10121	69.98364
In10122	71.120166666667
In10123	79.287862962963
In10124	81.667522222222
In10125	81.644588888889
In10126	81.22015
In10127	80.235458823529
In10128	78.724584848485
In10129	77.221989473684
In1013	33.0104625
In10130	74.320226923077
In10131	75.601815151515
In10132	76.823525
In10133	77.000888235294
In10134	77.118461538462
In10135	76.465675
In10136	76.12
In10137	75.151197058824
In10138	70.717775
In10139	68.864733802817
In1014	32.816914285714
In10140	67.907742857143
In10141	67.601166666667
In10142	67.4014875
In10143	67.36998
In10144	68.192839285714
In10145	69.00055
In10146	69.29145
In10147	74.486166666667
In10148	76.686627777778
In10149	77.6988
In1015	32.666425
In10150	79.0053
In10151	80.06391
In10152	80.4762
In10153	80.3056
In10154	80.041797222222
In10155	80.0647
In10156	79.13932
In10157	79.00524
In10158	78.80705
In10159	78.923698181818
In1016	32.562442857143
In10160	72.36476
In10161	66.688414285714
In10162	60.099803448276
In10163	16.545525225225
In10164	23.909083333333
In10165	33.916825
In10166	45.282786206897
In10167	34.349469491525
In10168	12.130064021739
In10169	18.447847252747
In1017	32.512957142857
In10170	21.607606896552
In10171	23.454266666667
In10172	23.505463414634
In10173	25.229902120141
In10174	23.8424155
In10175	25.074533333333
In10176	26.082666489362
In10177	28.064484615385
In10178	30.790046969697
In10179	32.706563636364
In1018	32.57968
In10180	32.444333333333
In10181	33.855888095238
In10182	37.166937878788
In10183	40.610736363636
In10184	62.404466455696
In10185	70.654366918429
In10186	40.633679787234
In10187	52.689945212121
In10188	78.9881
In10189	79.001916363636
In1019	32.927745454545
In10190	76.922947619048
In10191	70.025660693642
In10192	60.221515384615
In10193	42.192986235955
In10194	16.86798516129
In10195	10.007788176823
In10196	10.891144041451
In10197	9.0006510555556
In10198	9.15644
In10199	10.546519807692
In102	75.515685714286
In1020	33.1531
In10200	8.8030922916667
In10201	9.5118834650967
In10202	10.029396474544
In10203	11.585312103746
In10204	15.645187323944
In10205	22.051216666667
In10206	32.206661417323
In10207	35.76842
In10208	37.387527586207
