oneMb1	57.824663896424
oneMb10	81.1916177
oneMb100	44.208396403596
oneMb1000	64.767288811189
oneMb1001	32.456985414585
oneMb1002	64.386716383616
oneMb1003	58.161487312687
oneMb1004	62.827232267732
oneMb1005	73.308741758242
oneMb1006	71.301963536464
oneMb1007	59.946116032064
oneMb1008	60.6450173
oneMb1009	55.212334565435
oneMb101	70.8653301
oneMb1010	31.988405594406
oneMb1011	65.044962537463
oneMb1012	74.53402002002
oneMb1013	80.409738338338
oneMb1014	82.6109679
oneMb1015	65.500638461538
oneMb1016	21.528316076663
oneMb1017	20.819720374707
oneMb1018	15.335821298146
oneMb1019	19.013922463768
oneMb102	47.094123576424
oneMb103	13.507657142857
oneMb1030	74.05687309833
oneMb1031	62.304052805611
oneMb1032	67.482562237762
oneMb1033	46.461072727273
oneMb1034	78.3598202
oneMb1035	44.473305894106
oneMb1036	50.147175824176
oneMb1037	63.210725874126
oneMb1038	59.441538161838
oneMb1039	47.299447839196
oneMb104	10.630764166667
oneMb1040	64.589363136863
oneMb1041	80.459125674326
oneMb1042	70.703915884116
oneMb1043	26.82022958042
oneMb1044	9.1264272327672
oneMb1045	7.6228665034965
oneMb1046	8.5294362037962
oneMb1047	8.1201715084915
oneMb1048	10.41224015984
oneMb1049	16.694425184815
oneMb105	15.807645177665
oneMb1050	64.915001298701
oneMb1051	82.5663731
oneMb1052	78.7460826
oneMb1053	82.341320879121
oneMb1054	79.137761338661
oneMb1055	71.5191675
oneMb1056	66.688378021978
oneMb1057	45.6810001998
oneMb1058	65.895912487512
oneMb1059	72.0095161
oneMb106	9.9388795604396
oneMb1060	23.397705594406
oneMb1061	37.251266733267
oneMb1062	44.077531268731
oneMb1063	33.2062468
oneMb1064	41.870528628629
oneMb1065	74.088433
oneMb1066	43.165405494505
oneMb1067	43.962919380619
oneMb1068	70.50355984016
oneMb1069	76.4349863
oneMb107	10.280092867133
oneMb1070	44.8368741
oneMb1071	71.794842357642
oneMb1072	79.19239
oneMb1073	80.52148981019
oneMb1074	75.136497966102
oneMb1075	75.1834632
oneMb1076	81.426445354645
oneMb1077	74.199326673327
oneMb1078	72.3793778
oneMb1079	79.575616683317
oneMb108	21.329630769231
oneMb1080	60.988521
oneMb1081	68.828742557443
oneMb1082	80.1714902
oneMb1083	72.310880519481
oneMb1084	52.935910589411
oneMb1085	39.126541958042
oneMb1086	35.81132997003
oneMb1087	37.642789010989
oneMb1088	46.800609390609
oneMb1089	63.872401898102
oneMb109	41.168288188188
oneMb1090	61.1028105
oneMb1091	74.157958741259
